Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Branching Logic (Show field only if...),Required Field?,cleaner_initials,Cleaned
home_own,baseline_worker,,radio,"?Si casa o apartamento,  usted o su familia son due?os de su hogar?/<font color=""red"">If home or apartment, do you or your family currently own your home?  </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
household_size,baseline_worker,,text,"?Cu?ntas personas viven en su hogar m?s de 6 meses del a?o, excluy?ndose usted?/<font color=""red"">How many other people live in your household more than 6 months of the year excluding yourself? </font>",,,,,,,
under5,baseline_worker,,radio,"?Vive con ni?os menores de 5 a?os?/<font color=""red"">Do you live with children under 5 years old? </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
under5_num,baseline_worker,,text,"If so, how many?",,,,,,,
over65,baseline_worker,,radio,"?Vive usted con adultos mayores de 65 a?os?
/<font color=""red"">Do you live with adults aged 65 or older?  </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
over65_num,baseline_worker,,text,"If so, how many over 65?",,,,,,,
zip_code,baseline_worker,,text,"?En qu? c?digo postal vive usted?/<font color=""red"">What postal code do you live in? </font>",,,,,,,
hh_income,baseline_worker,,radio,"?Cu?l es el ingreso anual de su hogar? (USD)/<font color=""red"">Which of the following categories best describes your average YEARLY household income last year? </font>","1, Under $20,000 | 2, $21,000  -  $40,000 | 3, $41,000  -  $75,000 | 4, $76,000  -  $100,000 | 5, More than $100,000 | 99, Unsure | 77, Refused",,,,,AS,
anything_else,baseline_worker,,notes,"?Hay algo m?s que me gustar?a decirme acerca de su contacto con animales?
/<font color=""red"">Is there anything else you would like to tell me about your contact with animals? </font>",,,,,,,
id_number_v2,followup_survey,,text,ID Number,,,,,y,,
work_job_title_v2,followup_survey,,radio,"? Ha cambiado su t&lacute;tulo de trabajo desde la ?ltima vez que hablamos? <font color=""red"">Has your job title changed since we last spoke [3,6,12 months ago]? </font>","1, Si <font color=""red"">Yes</font> | 2, No <font color=""red"">No</font>",,,,,,
work_jobtitle_v2,followup_survey,,radio,"Cu?l es su t?tulo de trabajo actual?  /<font color=""red""> What is your current Job Title?</font>","1, Due?o de lecher?a / <font color=""red"">Farm Owner</font> | 2, Mayordomo/supervisor de lecher?a / <font color=""red"">Farm Manager/Supervisor</font> | 3, Orde?ador/t?cnico en la lecher?a / <font color=""red"">Dairy Worker/Technician</font> | 4, Procesador de productos de la leche (l?cteos) /  <font color=""red"">Dairy Product Processor</font> | 5, Mayordomo de cultivos agr?colas / <font color=""red"">Crop Manager</font> | 6, Estudiante de agricultura /<font color=""red""> Agricultural Student</font> | 8, Otro...especifique, por favor / <font color=""red"">Other, please specify</font>",,,[work_job_title_v2] = '1',,,
work_jobtitle_other_v2,followup_survey,,text,"If other Jobtitle, please specify",,,,[work_jobtitle_v2] = '8',,,
work_hours_days_v2,followup_survey,,text,"Generalmente, ?cu?ntos d?as y horas trabaja en la lecher?a por semana? D?as por semana:  /<font color=""red"">  In general, how many days per week and hours per week do you work at the [site]? Days/ week: </font>",,,,,,,
work_hours_hours_v2,followup_survey,,text,"Horas por semana /<font color=""red""> Hours/ week</font>",,,,,,,
work_hours_inside_v2,followup_survey,,text,"Normalmente, ?cu?ntas horas al d?a pasa usted en un establo o sala de orde?a? Horas por d?a: /<font color=""red""> How many hours do you spend inside a building where [the specific animals] are held [e.g. milking parlor, housing structure]? </font>
",,,,,,,
work_coworkers_v2,followup_survey,,text,"En un d?a normal de trabajo, ?con cu?ntos compa?eros de trabajo tiene usted contacto cercano (por ejemplo, saludo de manos, platicar cara a cara, etc.)? /<font color=""red""> During a typical workday, how many co-workers do you come into close contact with (e.g., hand shake, talking face-to-face, etc.)? </font>",,,,,,,
work_visitors_v2,followup_survey,,text,"Cuando trabaja en la lecher?a, ?con cu?ntos visitantes (personas que no est?n directamente empleadas por la lecher?a) hace usted contacto en un mes? /<font color=""red""> When working at the farm, how many visitors (those who are not directly employed by the farm) do you come into close contact with (e.g., hand shake, talking face-to-face, etc.)?</font>",,,,,,,
work_cows_yn_v2,followup_survey,"?Con qu? componentes del ganado vacuno trabaja en esta lecher?a? Considerando todas las actividades de trabajo que hace en esta lecher?a, ?aproximadamente cu?ntas horas al d?a pasa usted con cada componente del ganado vacuno? / <font color=""red"">What are the types of cattle you handle at this farm (cows, bulls, calves, etc.)? b) Given all the tasks you perform, approximately how many hours per week are you in contact with each type of cattle?</font>",radio,"Vacas /<font color=""red""> Cows </font>","1, Si / Yes|2, No / No",,,,,,
work_cows_hours_v2,followup_survey,,text,"Vacas (horas por semana) /<font color=""red""> Cows (hours per week)</font>",,,,[work_cows_yn_v2] = '1',,,
work_bulls_yn_v2,followup_survey,,radio,"Toros /<font color=""red""> Bulls</font>","1, Si / Yes|2, No / No",,,,,,
work_bulls_hours_v2,followup_survey,,text,"Toros (horas por semana)  /<font color=""red""> Bulls (hours per week)</font>",,,,[work_bulls_yn_v2] = '1',,,
work_calves_yn_v2,followup_survey,,radio,"Becerras (0-12 meses) /<font color=""red""> Calves (0-12mo)</font>","1, Si / Yes|2, No / No",,,,,,
work_calves_hours_v2,followup_survey,,text,"Becerras (0-12 meses) (horas por semana)  /<font color=""red""> Calves (0-12mo) (hours per week)</font>",,,,[work_calves_yn_v2] = '1',,,
work_heifers_yn_v2,followup_survey,,radio,"Vaquillas (vacas j?venes que no han tenido partos) (m?s de 12 meses) /<font color=""red""> Heifers (12mo+)</font>","1, Si / Yes|2, No / No",,,,,,
work_heifers_hours_v2,followup_survey,,text,"Vaquillas (vacas j?venes que no han tenido partos) (m?s de 12 meses) (horas por semana)  /<font color=""red""> Heifers (12mo+) (hours per week)</font>",,,,[work_heifers_yn_v2] = '1',,,
work_other_animals_v2,followup_survey,,text,"Otro animals /<font color=""red""> Other animals specify</font>",,,,,,,
work_domestic_v2,followup_survey,,radio,"Adem?s del ganado vacuno, ?trabaja usted con otros animals dom?sticos en la lecher?a (como puercos y aves)? /<font color=""red""> At the farm, do you care for other domestic animals (like dogs, cats, swine or poultry) besides cattle? </font>","1, Si / Yes|2, No / No",,,,,,
work_domestic_list_v2,followup_survey,,text,"Si s?, an?telos, por favor /<font color=""red""> If yes, please list them</font>",,,,[work_domestic_v2] = '1',,,
work_domestic_freq_v2,followup_survey,,radio,"Con qu? frequencia lo hace? /<font color=""red""> Frequency</font>","1, Todos los dias / Everyday | 2, 2 a 3 veces por semana / 2-3 times/week | 3, Raramente/Rarely",,,[work_domestic_v2] = '1',,,
work_otherplaces_v2,followup_survey,,radio,"Actualmente, ?tiene usted otros trabajos fuera de su trabajo en esta lecher?a?/<font color=""red""> Are you currently employed anywhere other than [here, this farm]? </font>","1, Si / Yes|2, No / No",,,,,,
work_other_where_v2,followup_survey,,text," Si respondi? s?, ?de donde? If yes, where?",,,,[work_otherplaces_v2] = '1',,,
work_other_category_v2,followup_survey,,radio,"Si respondi? s?, ?qu? tipo de trabajo? /<font color=""red""> If yes, what category does your other job fall into?</font>","1, De oficina/<font color=""red"">Clerical</font> | 2, Educacional /<font color=""red""> Educational</font> | 3, Culinario o de la industria de servicio de alimentos / <font color=""red"">Culinary/Food service industry</font> | 4, T?cnico / <font color=""red"">Technical</font> | 5, Agricultura / <font color=""red"">Agricultural</font> | 6, Otro...especifique, por favor / <font color=""red"">Other, please specify</font>",,,[work_otherplaces_v2] = '1',,,
work_other_text_v2,followup_survey,,text,"Otro...especifique, por favor /<font color=""red""> Other, please specify",,,,[work_other_category_v2] = '6',,,
milking_yn_v2,followup_survey,"B. ?Qu? tipo de trabajo hace en esta lecher?a? En una semana normal, ?cuantos di?s por semana hace Ud.  este tipo de trabajo? ?Y cuantas horas por d?a? Nota: use decimales si es un tipo de trabajo que lo hace mensualmente.  / <font color=""Red""> 12.	a) What type(s) of work do you do on the dairy? In an average week, how many days do you do any work for this category? How many hours on a given day? Note: use decimal if a monthly task.  </font>",radio,"Orde?a /<font color=""red"">Milking</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red"">No</font>",,,,,,
milking_freq_days_v2,followup_survey,,text,"Dias/Semana o Mes /<font color=""red"">Days/Week or Month </font>",,,,[milking_yn_v2] = '1',,,
milking_freq_hours_v2,followup_survey,,text,"Horas/ Dia /<font color=""red""> Hours per Day </font>",,,,[milking_yn_v2] = '1',,,
maintenence_yn_v2,followup_survey,,radio,"Mantenimiento /<font color=""red""> Maintenance </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red"">No</font>",,,,,,
maintenence_freq_days_v2,followup_survey,,text,"Dias/ Semana o Mes /<font color=""red"">Days/Week or Month  </font>",,,,[maintenence_yn_v2] = '1',,,
maintenence_freq_hours_v2,followup_survey,,text,"Horas/ Dia /<font color=""red""> Hours per Day </font>",,,,[maintenence_yn_v2] = '1',,,
herdhealth_yn_v2,followup_survey,,radio,"Salud y reproducci?n del ganado / <font color=""red"">Herd Health and Reproduction  </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red"">No</font>",,,,,,
herdhealth_freq_days_v2,followup_survey,,text,"Dias/ Semana o Mes /<font color=""red"">Days/Week or Month  </font>",,,,[herdhealth_yn_v2] = '1',,,
herdhealth_freq_hours_v2,followup_survey,,text,"Horas/ Dia /<font color=""red""> Hours per Day </font>",,,,[herdhealth_yn_v2] = '1',,,
feeding_yn_v2,followup_survey,,radio,"Alimentacion de las vacas / <font color=""red"">Feeding cows</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red"">No</font>",,,,,,
feeding_freq_days_v2,followup_survey,,text,"Dias/<font color=""red"">Semana o Mes /<font color=""red"">Days/Week or Month  </font>",,,,[feeding_yn_v2] = '1',,,
feeding_freq_hours_v2,followup_survey,,text,"Horas/<font color=""red"">Dia /<font color=""red""> Hours per Day </font>",,,,[feeding_yn_v2] = '1',,,
fieldwork_yn_v2,followup_survey,,radio,"Trabajo de campo/ <font color=""red"">Field Work</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red"">No</font>",,,,,,
fieldwork_freq_days_v2,followup_survey,,text,"Dias/ Semana o Mes /<font color=""red"">Days/Week or Month  </font>",,,,[fieldwork_yn_v2] = '1',,,
fieldwork_freq_hours_v2,followup_survey,,text,"Horas/ Dia /<font color=""red""> Hours per Day </font>",,,,[fieldwork_yn_v2] = '1',,,
milking_activity_v2,followup_survey,"Si responde ""si"" de las categor?as arriba, qual actividades hace? / <font color=""red"">For each applicable category below, what activities do you perform? </font>",checkbox,"Orde?a /<font color=""red"">Milking </font>","1, Orde?a a mano / <font color=""red"">Milking by hand</font> | 2, Orde?a con m?quinas / <font color=""red"">Milking using machinery</font> | 3, Inspecci?n de vacas por mastitis / <font color=""red"">Inspect cows for mastitis</font> | 4, Procedimientos de maquinaria y limpiando despu?s de la orde?a / <font color=""red"">Perform machinery and sanitation procedures after milking</font> | 5, Limpieza y/o lavado a presi?n del ?rea de orde?a, ?rea de espera y cuarto de tanques a granel / <font color=""red"">Cleaning and/or pressure washing milking parlor, holding area and bulk tank room</font>",,,[milking_yn_v2] = '1',,,
maintenance_activity_v2,followup_survey,,checkbox,"Mantenimiento / <font color=""red""> Maintenance </font>","1, Actividades relacionadas a la alimentaci?n (incluyendo trabajo con forrajes) / <font color=""red"">Feeding-related activities (includes working with silage)</font> | 2, Mantenimiento de equipo y herramientas / <font color=""red"">Maintaining equipment and tools</font> | 3, Limpieza y/o lavado con agua a presi?n de los establos / <font color=""red"">Cleaning and/or pressure washing stalls</font> | 4, Eliminaci?n de camas de establo / <font color=""red"">Removing bedding</font> | 5, Limpiar de esti?rcol/Removing cattle manure</font> | 6, Mantenimiento del terreno, pastura, cercas / <font color=""red"">Maintenance of grounds, pasture, fences</font> | 7, Mantenimiento general de las instalaciones / <font color=""red""> General upkeep of facilities</font> | 8, Traslado y/o transporte de los animals fuera de las lecher?a / <font color=""red"">Moving and/or transporting animals off-site</font>",,,[maintenence_yn_v2] = '1',,,
herdhealth_activity_v2,followup_survey,,checkbox,"Salud y reproducci?n del ganado/<font color=""red"">Herd Health and Reproduction </font>","1, Trabajo con archivos o registros y/o revisi?n rutinaria de los animales / <font color=""red"">Record keeping and/or routine checking of animals</font> | 2, Manejo reproductivo (por ejemplo: detecci?n de celo, inseminaci?n artificial, cr?a, etc. / <font color=""red"">Reproductive management (e.g., heat detection, artificial insemination, breeding, etc.)</font> | 3, Ayuda con la distocia (parto dif?cil) / <font color=""red"">Assisting with dystocia (difficult birthing)</font> | 4, Dar las vacunas de rutina / <font color=""red"">Performing routine vaccinations</font> | 5, Actividades de tratamiento (por ejemplo: aplicando medicamentos, antibi?ticos, haciendo cirug?as, etc.) / <font color=""red"">Treatment-related activities (e.g., administering medication, antibiotics, performing surgery etc.)</font> | 6, Tirando los animales muertos / <font color=""red"">Handling and/or disposing of dead animals</font>",,,[herdhealth_yn_v2] = '1',,,
feeding_activity_v2,followup_survey,,checkbox,"Alimentaci?n de las vacas / <font color=""red"">Feeding cows</font>","1, Alimentaci?n de las vacas / <font color=""red"">Feeding cows</font>",,,[feeding_yn_v2] = '1',,,
fieldwork_activity_v2,followup_survey,,checkbox,"Trabajo de campo / <font color=""red"">Field work</font>","1, Esparcimiento del abono / fertilizante / <font color=""red""> Spreading manure/fertilizer</font> | 2, Plantaci?n / <font color=""red"">Planting</font> | 3, Cosecha  / <font color=""red"">Harvesting</font>",,,[fieldwork_yn_v2] = '1',,,
other_activity_v2,followup_survey,,text,"Otros...especifique, por favor / <font color=""red"">Other activities, please describe</font>",,,,,,,
monitor_worker_health_v2,followup_survey,,radio,"Desde que hablamos la ?ltima vez, ?Hay nuevos programas en la granja que monitorean la salud de los trabajadores?/<font color=""red"">Since we spoke last, are there any new programs at the farm that monitors workers' health?  </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
